Quantify Compound Summary Report 

Printed Wed Oct 16 10:34:44 2024

Compound 1:  IS_LPC_17:0

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
18	18	EC72_Lipidomics_000112	0.000	9.49	524.793		524.793	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	9.50	556.378		556.378	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	9.49	670.476		670.476	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	9.51	604.248		604.248	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	9.50	590.904		590.904	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	9.50	691.550		691.550	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	9.49	663.081		663.081	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	9.50	675.456		675.456	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	9.49	573.924		573.924	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	9.49	839.665		839.665	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	9.49	2244.945		2244.945	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	9.49	553.440		553.440	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	9.50	645.475		645.475	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	9.49	633.469		633.469	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	9.49	530.197		530.197	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	9.50	500.275		500.275	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	9.53	808.741		808.741	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	9.49	510.642		510.642	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	9.49	540.334		540.334	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	9.50	501.348		501.348	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	9.50	670.734		670.734	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	9.50	499.366		499.366	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	9.50	500.448		500.448	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	9.50	620.927		620.927	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	9.49	672.669		672.669	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	9.50	323.359		323.359	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	9.50	251.035		251.035	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	9.49	656.448		656.448	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	9.50	549.645		549.645	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	9.49	568.560		568.560	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	9.50	502.525		502.525	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	9.51	369.600		369.600	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	9.49	441.426		441.426	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	9.50	488.116		488.116	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	9.49	483.016		483.016	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	9.50	377.921		377.921	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	9.50	489.918		489.918	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	9.51	253.691		253.691	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	9.50	352.243		352.243	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	9.51	256.923		256.923	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	9.49	260.156		260.156	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	9.50	266.962		266.962	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	9.49	349.667		349.667	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	9.49	277.632		277.632	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	9.51	261.012		261.012	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	9.50	227.405		227.405	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	9.51	348.298		348.298	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	9.50	284.423		284.423	bb	Solvent

Compound 87:  TG 48:1

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	9.33	68.824		68.824	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	9.34	69.610		69.610	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	9.33	69.428		69.428	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	9.34	81.879		81.879	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	9.33	105.112		105.112	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	9.47	2.837		2.837	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	9.34	82.743		82.743	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	9.33	38.226		38.226	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	9.33	78.318		78.318	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	9.35	64.581		64.581	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	9.33	79.234		79.234	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	9.34	88.383		88.383	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	9.33	394.046		394.046	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	9.35	68.961		68.961	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	9.34	95.514		95.514	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	9.33	102.324		102.324	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	9.40	4.185		4.185	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	9.35	51.067		51.067	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	9.37	52.179		52.179	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	9.34	63.562		63.562	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	9.33	44.747		44.747	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	9.34	118.850		118.850	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	9.34	26.682		26.682	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	9.34	194.625		194.625	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	9.34	89.927		89.927	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	9.35	107.463		107.463	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	9.34	110.797		110.797	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	9.35	73.483		73.483	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	9.33	51.611		51.611	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	9.33	161.841		161.841	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	9.33	84.716		84.716	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	9.33	131.078		131.078	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	9.33	127.059		127.059	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	9.35	57.815		57.815	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	9.33	73.323		73.323	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	9.34	81.295		81.295	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	9.44	4.760		4.760	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	9.34	53.358		53.358	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	9.35	64.751		64.751	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	9.35	45.103		45.103	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	9.34	34.239		34.239	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	9.35	27.965		27.965	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	9.35	35.549		35.549	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	9.36	40.947		40.947	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	9.32	49.234		49.234	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	9.34	55.882		55.882	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	9.35	58.635		58.635	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	9.33	18.300		18.300	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	9.36	36.709		36.709	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	9.32	29.284		29.284	bb	Solvent

Compound 88:  TG 48:2 NH4

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	9.17	40.596		40.596	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	9.16	61.847		61.847	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	9.17	59.928		59.928	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	9.13	30.216		30.216	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	9.14	14.445		14.445	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	9.16	33.810		33.810	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	9.16	52.909		52.909	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	9.16	25.643		25.643	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	9.16	43.758		43.758	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	9.17	42.001		42.001	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	9.18	20.675		20.675	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	9.16	78.120		78.120	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	9.12	6.804		6.804	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	9.16	35.279		35.279	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	9.15	42.339		42.339	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	9.18	48.066		48.066	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	9.15	64.534		64.534	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	9.15	34.747		34.747	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	9.20	41.167		41.167	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	9.15	34.271		34.271	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	9.15	49.414		49.414	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	9.16	56.920		56.920	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	9.16	60.038		60.038	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	9.15	102.285		102.285	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	9.17	53.920		53.920	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	9.16	64.989		64.989	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	9.14	61.113		61.113	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	9.19	46.651		46.651	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	9.19	49.697		49.697	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	9.20	75.917		75.917	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	9.16	81.730		81.730	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	9.16	48.671		48.671	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	9.15	59.579		59.579	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	9.17	37.908		37.908	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	9.17	26.409		26.409	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	9.19	24.873		24.873	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	9.16	42.169		42.169	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	9.16	42.208		42.208	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	9.15	55.019		55.019	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	9.21	22.371		22.371	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	9.19	41.569		41.569	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	9.20	34.372		34.372	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	9.18	28.940		28.940	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	9.18	34.798		34.798	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	9.19	37.978		37.978	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	9.17	38.590		38.590	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	9.20	21.534		21.534	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	9.20	23.827		23.827	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	9.20	39.151		39.151	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	9.20	37.856		37.856	bb	Solvent

Compound 89:  TG 48:3

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	9.17	39.841		39.841	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	9.15	63.571		63.571	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	9.17	61.836		61.836	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	9.19	19.298		19.298	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	9.19	1.931		1.931	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	9.17	34.631		34.631	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	9.16	35.674		35.674	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	9.15	6.028		6.028	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	9.26	8.150		8.150	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	9.17	44.355		44.355	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	9.18	16.310		16.310	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	9.15	82.790		82.790	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	9.12	7.053		7.053	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	9.16	42.580		42.580	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	9.15	38.718		38.718	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	9.14	45.717		45.717	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	9.14	59.313		59.313	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	9.14	31.145		31.145	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	9.20	39.509		39.509	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	9.16	17.076		17.076	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	9.15	24.685		24.685	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	9.16	35.939		35.939	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	9.16	25.145		25.145	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	9.16	99.093		99.093	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	9.17	41.320		41.320	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	9.16	45.820		45.820	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	9.14	54.062		54.062	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	9.18	40.243		40.243	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	9.19	32.648		32.648	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	9.20	33.014		33.014	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	9.16	29.844		29.844	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	9.15	43.718		43.718	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	9.15	42.310		42.310	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	9.17	39.649		39.649	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	9.16	11.485		11.485	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	9.19	31.743		31.743	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	9.24	1.815		1.815	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	9.16	35.594		35.594	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	9.15	37.716		37.716	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	9.21	12.554		12.554	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	9.20	37.500		37.500	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	9.20	29.338		29.338	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	9.17	21.636		21.636	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	9.19	25.754		25.754	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	9.19	34.264		34.264	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	9.17	40.045		40.045	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	9.19	22.712		22.712	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	9.22	0.751		0.751	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	9.20	16.311		16.311	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	9.20	36.594		36.594	bb	Solvent

Compound 90:  TG 49:0

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	9.58	261.010		261.010	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	9.58	211.629		211.629	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	9.56	262.574		262.574	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	9.56	216.898		216.898	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	9.56	225.344		225.344	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	9.58	195.766		195.766	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	9.58	208.872		208.872	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	9.56	191.706		191.706	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	9.57	234.737		234.737	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	9.58	300.946		300.946	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	9.58	153.441		153.441	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	9.57	224.537		224.537	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	9.62	73.586		73.586	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	9.58	211.392		211.392	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	9.58	193.555		193.555	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	9.58	256.550		256.550	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	9.57	225.646		225.646	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	9.58	218.036		218.036	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	9.61	281.386		281.386	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	9.57	204.685		204.685	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	9.56	143.403		143.403	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	9.57	178.040		178.040	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	9.56	264.620		264.620	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	9.58	143.764		143.764	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	9.58	162.939		162.939	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	9.58	226.980		226.980	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	9.56	203.829		203.829	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	9.58	162.626		162.626	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	9.57	185.068		185.068	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	9.57	156.438		156.438	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	9.57	240.826		240.826	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	9.57	224.175		224.175	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	9.58	196.554		196.554	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	9.59	172.923		172.923	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	9.58	148.352		148.352	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	9.57	225.017		225.017	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	9.57	178.722		178.722	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	9.58	163.726		163.726	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	9.55	109.798		109.798	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	9.58	102.240		102.240	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	9.56	107.612		107.612	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	9.57	148.760		148.760	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	9.56	74.698		74.698	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	9.57	123.798		123.798	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	9.57	95.501		95.501	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	9.57	120.129		120.129	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	9.58	93.998		93.998	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	9.59	89.048		89.048	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	9.58	96.535		96.535	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	9.58	122.955		122.955	bb	Solvent

Compound 91:  TG 50:0

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	9.67	507.448		507.448	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	9.67	443.308		443.308	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	9.66	238.054		238.054	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	9.67	501.540		501.540	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	9.66	546.005		546.005	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	9.67	541.589		541.589	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	9.67	505.187		505.187	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	9.67	590.171		590.171	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	9.67	589.240		589.240	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	9.67	645.630		645.630	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	9.67	609.714		609.714	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	9.66	995.215		995.215	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	9.66	2323.229		2323.229	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	9.67	623.369		623.369	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	9.67	544.355		544.355	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	9.67	722.525		722.525	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	9.67	557.285		557.285	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	9.67	582.387		582.387	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	9.71	725.503		725.503	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	9.66	613.293		613.293	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	9.66	666.562		666.562	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	9.67	483.130		483.130	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	9.67	680.707		680.707	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	9.67	639.346		639.346	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	9.67	503.921		503.921	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	9.67	690.255		690.255	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	9.67	579.621		579.621	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	9.67	263.548		263.548	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	9.67	318.457		318.457	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	9.66	507.196		507.196	bb	POS_072-155_5 然 epi:nor_24
