Uniprot ID	Uniprot gene ID	Gene name	Description	Color in plot	log2FC	Adjusted P value
C9J0J7	C9J0J7_HUMAN	PFN2	Profilin 	blue	-0.32217420138600694	0.004772075777236575
P45877	PPIC_HUMAN	PPIC	Peptidyl-prolyl cis-trans isomerase C 	blue	-0.5696423658444054	0.016545254579568874
Q9UL54	TAOK2_HUMAN	TAOK2	Serine/threonine-protein kinase TAO2 	blue	-0.7829865463033077	0.017414415624003813
Q3KQV9	UAP1L_HUMAN	UAP1L1	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 	blue	-0.23533677121169383	0.04543489759985795
Q16706	MA2A1_HUMAN	MAN2A1	Alpha-mannosidase 2 	red	0.22380715885120495	0.044074661019007574
E5RIM7	E5RIM7_HUMAN	ATOX1	Copper transport protein ATOX1 	blue	-0.4675611816169152	0.004402411679812728
C9JSZ1	C9JSZ1_HUMAN	FUBP1	Far upstream element-binding protein 1 (Fragment) 	blue	-0.6336097712217938	0.010801097061731239
Q53EP0	FND3B_HUMAN	FNDC3B	Fibronectin type III domain-containing protein 3B 	blue	-0.43144452803747946	0.048187315928419336
Q13526	PIN1_HUMAN	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 	blue	-0.4517786855749364	0.010503215340170515
O95202	LETM1_HUMAN	LETM1	Mitochondrial proton/calcium exchanger protein 	green	-0.18800822963266484	0.0024076350055549267
A0A2R8YE63	A0A2R8YE63_HUMAN	EPS8	Epidermal growth factor receptor kinase substrate 8 	blue	-0.6059599132347095	0.0017060902976346606
Q92769	HDAC2_HUMAN	HDAC2	Histone deacetylase 2 	blue	-0.2965881816152365	0.0025314196398080603
P51159	RB27A_HUMAN	RAB27A	Ras-related protein Rab-27A 	blue	-0.42291763745678246	0.027493640724446797
P98179	RBM3_HUMAN	RBM3	RNA-binding protein 3 	blue	-0.6616481793189521	0.049091278251930597
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2 	blue	-0.815732928463401	2.2321056582420883e-05
P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain 	green	-0.13636716354663747	0.002577782067847936
Q9NY33	DPP3_HUMAN	DPP3	Dipeptidyl peptidase 3 	blue	-0.27230239124307687	0.00017348529675878052
Q8NHP6	MSPD2_HUMAN	MOSPD2	Motile sperm domain-containing protein 2 	blue	-0.37240244374637044	0.01774131546953868
P36957	ODO2_HUMAN	DLST	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial 	blue	-0.466768786811393	0.008922233713117456
Q9BVJ7	DUS23_HUMAN	DUSP23	Dual specificity protein phosphatase 23 	blue	-0.6723411955635274	0.00046829886227328155
Q9H0P0	5NT3A_HUMAN	NT5C3A	Cytosolic 5'-nucleotidase 3A 	red	0.7294305141333854	0.002180342377093199
A0A7P0TB61	A0A7P0TB61_HUMAN	TTC21B	Tetratricopeptide repeat protein 21B 	orange	0.1365347312493217	0.020176931526363864
Q5JS54	PSMG4_HUMAN	PSMG4	Proteasome assembly chaperone 4 	blue	-0.6526355173972984	0.0251104357759358
Q9BR61	ACBD6_HUMAN	ACBD6	Acyl-CoA-binding domain-containing protein 6 	blue	-0.5429583994385307	0.00015860321070095755
Q92542	NICA_HUMAN	NCSTN	Nicastrin 	blue	-0.5430659333644101	0.002183524941496438
P06865	HEXA_HUMAN	HEXA	Beta-hexosaminidase subunit alpha 	blue	-0.34800513045154524	0.004086191644642232
O43294	TGFI1_HUMAN	TGFB1I1	Transforming growth factor beta-1-induced transcript 1 protein 	blue	-0.5956906823072785	0.0006144272321782483
E7EUI6	E7EUI6_HUMAN	ITGB1	Integrin beta 	blue	-0.6992264704724391	0.001595597224117858
Q13617	CUL2_HUMAN	CUL2	Cullin-2 	blue	-0.6787129571954509	0.002081762975925878
Q13442	HAP28_HUMAN	PDAP1	28 kDa heat- and acid-stable phosphoprotein 	blue	-0.59283958755233	0.0014068017053264273
P32455	GBP1_HUMAN	GBP1	Guanylate-binding protein 1 	blue	-0.2682985618659135	0.04844458023672128
A0A7P0TAR1	A0A7P0TAR1_HUMAN	CRAT	Carnitine O-acetyltransferase 	blue	-0.7237740443536911	0.0002773730609593504
Q13232	NDK3_HUMAN	NME3	Nucleoside diphosphate kinase 3 	blue	-0.33846963957682874	0.001148992696708261
Q5SRD1	TI23B_HUMAN	TIMM23B	Mitochondrial import inner membrane translocase subunit Tim23B 	blue	-0.34405466116611194	0.02139983542510657
A4D1S5	RAB19_HUMAN	RAB19	Ras-related protein Rab-19 	blue	-1.8399199291331847	0.006012884038495266
Q9Y3A6	TMED5_HUMAN	TMED5	Transmembrane emp24 domain-containing protein 5 	blue	-0.8070451440610622	0.002380332042953683
Q14699	RFTN1_HUMAN	RFTN1	Raftlin 	blue	-0.2980176406467372	0.011539674113917708
Q96A49	SYAP1_HUMAN	SYAP1	Synapse-associated protein 1 	blue	-0.4928559634747032	0.013056400124591305
Q96J01	THOC3_HUMAN	THOC3	THO complex subunit 3 	blue	-0.2321531923739979	0.011782680845770584
Q9Y5S1	TRPV2_HUMAN	TRPV2	Transient receptor potential cation channel subfamily V member 2 	blue	-0.565429265648902	0.01584939402263653
Q96T23	RSF1_HUMAN	RSF1	Remodeling and spacing factor 1 	blue	-0.28045657793297707	0.008176877711308192
P30050	RL12_HUMAN	RPL12	60S ribosomal protein L12 	blue	-0.2685623228932741	0.006960747400279803
E7ETD8	E7ETD8_HUMAN	PPP1CB	Serine/threonine-protein phosphatase (Fragment) 	blue	-0.44185269743886124	0.006114782247706322
Q86SF2	GALT7_HUMAN	GALNT7	N-acetylgalactosaminyltransferase 7 	blue	-0.40119304369016184	0.018899993652984476
E9PM19	E9PM19_HUMAN	TYK2	Tyrosine-protein kinase 	blue	-0.36897340876785023	0.00031459557387580547
J3KQ48	J3KQ48_HUMAN	PTRH2	Aminoacyl-tRNA hydrolase 	blue	-0.3241978224922697	0.003908401955265946
Q9ULC3	RAB23_HUMAN	RAB23	Ras-related protein Rab-23 	blue	-0.4732350294368999	0.004296250240260366
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C 	blue	-0.44386415139835655	0.004163055140231442
P38432	COIL_HUMAN	COIL	Coilin 	blue	-0.32820077530071323	0.04298475708622265
P18669	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1 	blue	-0.4193043161573158	2.2321056582420883e-05
Q86YZ3	HORN_HUMAN	HRNR	Hornerin 	red	8.656538663518713	0.038280944879122744
Q9BW83	IFT27_HUMAN	IFT27	Intraflagellar transport protein 27 homolog 	blue	-0.37393092005937945	0.0009392612433458507
Q9GZZ9	UBA5_HUMAN	UBA5	Ubiquitin-like modifier-activating enzyme 5 	blue	-0.44885185413046713	0.010198295618849947
P00505	AATM_HUMAN	GOT2	Aspartate aminotransferase, mitochondrial 	blue	-0.32923405364070746	0.0048417191798662855
Q9P299	COPZ2_HUMAN	COPZ2	Coatomer subunit zeta-2 	blue	-1.2986974001579856	0.0008646134696834606
O75937	DNJC8_HUMAN	DNAJC8	DnaJ homolog subfamily C member 8 	blue	-0.39780906565524	0.02838832745713102
C9JNW5	C9JNW5_HUMAN	RPL24	60S ribosomal protein L24 	blue	-0.7361834513146412	0.0005413903264696443
P17301	ITA2_HUMAN	ITGA2	Integrin alpha-2 	blue	-0.2229484044313832	0.014536591322160251
Q9BV86	NTM1A_HUMAN	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1 	blue	-0.34613974339000286	0.03808477141888389
P52895	AK1C2_HUMAN	AKR1C2	Aldo-keto reductase family 1 member C2 	blue	-0.8365853557872409	0.03828364405581244
P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4 	red	1.2560519104995223	0.0030427226012817794
U3KQ93	U3KQ93_HUMAN	UBA2	SUMO-activating enzyme subunit 2 	blue	-0.2344949354754089	0.042702282564818735
O75223	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase 	blue	-0.5042025043536427	0.01541673816210421
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B 	blue	-0.4979815854539975	0.013773298733912856
Q9NRG9	AAAS_HUMAN	AAAS	Aladin 	blue	-0.48558204307127184	0.0044681180561693765
P18031	PTN1_HUMAN	PTPN1	Tyrosine-protein phosphatase non-receptor type 1 	blue	-0.27380358910943947	0.037399030112150344
Q659C4	LAR1B_HUMAN	LARP1B	La-related protein 1B 	blue	-0.48753654778903055	0.019358961556301034
P08670	VIME_HUMAN	VIM	Vimentin 	blue	-0.39385655107873063	0.00011186941253393638
H0YKP9	H0YKP9_HUMAN	MARK3	Non-specific serine/threonine protein kinase 	red	2.470274608468495	0.032486819598024665
Q8TF42	UBS3B_HUMAN	UBASH3B	Ubiquitin-associated and SH3 domain-containing protein B 	red	0.462305955391912	0.008922233713117456
P55957	BID_HUMAN	BID	BH3-interacting domain death agonist 	green	-0.1561329076909157	0.03590075491709271
P49841	GSK3B_HUMAN	GSK3B	Glycogen synthase kinase-3 beta 	blue	-0.371983220059386	0.004556367863675857
P22314	UBA1_HUMAN	UBA1	Ubiquitin-like modifier-activating enzyme 1 	green	-0.19532550906401625	0.011373291173827096
P80294	MT1H_HUMAN	MT1H	Metallothionein-1H 	red	4.165481429596737	4.414152335159815e-05
Q9NX47	MARH5_HUMAN	MARCHF5	E3 ubiquitin-protein ligase MARCHF5 	blue	-0.5028129814405471	0.007615386934408756
Q8N697	S15A4_HUMAN	SLC15A4	Solute carrier family 15 member 4 	red	0.4202401913153029	0.031010180718316384
Q86SJ6	DSG4_HUMAN	DSG4	Desmoglein-4 	blue	-0.7887266863131277	0.010540092378280219
Q9Y3B3	TMED7_HUMAN	TMED7	Transmembrane emp24 domain-containing protein 7 	blue	-0.24306804300050544	0.04298475708622265
Q07666	KHDR1_HUMAN	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1 	blue	-0.2278171997092997	0.04354370979815974
H0YGJ7	H0YGJ7_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 30 kDa subunit (Fragment) 	blue	-0.3450023198123162	0.04173577979375898
P11766	ADHX_HUMAN	ADH5	Alcohol dehydrogenase class-3 	blue	-0.2611366303445344	0.02006879567237688
O43290	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1 	blue	-0.30636745033415913	0.04069428056977392
O75131	CPNE3_HUMAN	CPNE3	Copine-3 	blue	-0.31325666544963227	0.004618024848043502
P48668	K2C6C_HUMAN	KRT6C	Keratin, type II cytoskeletal 6C 	red	1.0738924942716768	0.007099659506782174
Q96I51	RCC1L_HUMAN	RCC1L	RCC1-like G exchanging factor-like protein 	blue	-0.4597875278763688	0.017305912305268234
O75534	CSDE1_HUMAN	CSDE1	Cold shock domain-containing protein E1 	green	-0.16391770257332183	0.03391857259288918
A0A087WYF8	A0A087WYF8_HUMAN	PDLIM3	PDZ and LIM domain protein 3 	blue	-0.5666412836549348	0.0004640562774133846
Q9H6E4	CC134_HUMAN	CCDC134	Coiled-coil domain-containing protein 134 	blue	-0.5195639513898964	0.035487312312275844
O60828	PQBP1_HUMAN	PQBP1	Polyglutamine-binding protein 1 	blue	-6.390733546594603	0.04776509281656855
P24928	RPB1_HUMAN	POLR2A	DNA-directed RNA polymerase II subunit RPB1 	green	-0.20154352982593693	0.027352615746581373
O43676	NDUB3_HUMAN	NDUFB3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 	blue	-0.5525127761553552	0.005806634938801798
Q13155	AIMP2_HUMAN	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 	blue	-0.31873088957930307	0.004795473672861942
P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6 	blue	-0.4771851217847036	0.003003972870745722
Q13423	NNTM_HUMAN	NNT	NAD(P) transhydrogenase, mitochondrial 	blue	-0.45686422067680965	0.014670414311952006
Q4G176	ACSF3_HUMAN	ACSF3	Malonate--CoA ligase ACSF3, mitochondrial 	blue	-0.28662398662178923	0.02350782236217517
Q9H0S4	DDX47_HUMAN	DDX47	Probable ATP-dependent RNA helicase DDX47 	blue	-0.3172137461270328	3.979443974861001e-05
P51797	CLCN6_HUMAN	CLCN6	Chloride transport protein 6 	blue	-0.37154587766432456	0.011641631942303422
Q8WZ82	OVCA2_HUMAN	OVCA2	Esterase OVCA2 	blue	-0.33323392273848995	0.033934533800307594
Q9NR28	DBLOH_HUMAN	DIABLO	Diablo homolog, mitochondrial 	blue	-0.4057856322955473	0.0005057152517978184
Q9Y5G0	PCDGH_HUMAN	PCDHGB5	Protocadherin gamma-B5 	red	0.8224847500161694	0.005958687174991167
P52815	RM12_HUMAN	MRPL12	39S ribosomal protein L12, mitochondrial 	blue	-0.5265457471677673	0.019570593261792266
Q96ER9	MITOK_HUMAN	CCDC51	Mitochondrial potassium channel 	blue	-0.540755574104864	0.015823903474231803
Q9H0V9	LMA2L_HUMAN	LMAN2L	VIP36-like protein 	blue	-0.38051321484442546	0.002658531089494523
A0A7I2V4V1	A0A7I2V4V1_HUMAN	PPIA	Peptidyl-prolyl cis-trans isomerase 	blue	-0.8397267952507725	0.00029658565755364574
Q9Y2C4	EXOG_HUMAN	EXOG	Nuclease EXOG, mitochondrial 	blue	-0.23863929969749265	0.04906853288911389
Q9NUQ7	UFSP2_HUMAN	UFSP2	Ufm1-specific protease 2 	blue	-0.771749363402698	0.005642988066875777
P62979	RS27A_HUMAN	RPS27A	Ubiquitin-40S ribosomal protein S27a 	blue	-0.4308134367948373	0.0004943138523295266
Q9UQE7	SMC3_HUMAN	SMC3	Structural maintenance of chromosomes protein 3 	red	0.24209776176285303	0.025231355221781087
Q8WXG6	MADD_HUMAN	MADD	MAP kinase-activating death domain protein 	blue	-0.5924879060007804	0.00809441785781498
Q9NZJ9	NUDT4_HUMAN	NUDT4	Diphosphoinositol polyphosphate phosphohydrolase 2 	blue	-0.5458674471331015	0.011910645642966698
Q9H3N1	TMX1_HUMAN	TMX1	Thioredoxin-related transmembrane protein 1 	blue	-0.38914652483910395	0.0008710597703215987
P28331	NDUS1_HUMAN	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial 	blue	-0.4007107376021537	0.03472259429859249
Q7Z3E2	CC186_HUMAN	CCDC186	Coiled-coil domain-containing protein 186 	blue	-0.5224145154600173	0.003916178195499972
Q96JC1	VPS39_HUMAN	VPS39	Vam6/Vps39-like protein 	blue	-0.4858882380292844	0.005685332734776461
P52888	THOP1_HUMAN	THOP1	Thimet oligopeptidase 	blue	-0.42477805194575424	0.0009610713001290719
Q9BSH4	TACO1_HUMAN	TACO1	Translational activator of cytochrome c oxidase 1 	blue	-0.3403473045549621	0.006814836788584625
Q9UNX4	WDR3_HUMAN	WDR3	WD repeat-containing protein 3 	blue	-0.5533206541575915	0.02901155749547311
P48307	TFPI2_HUMAN	TFPI2	Tissue factor pathway inhibitor 2 	red	0.8529865997196211	0.00017348529675878052
Q9BYM8	HOIL1_HUMAN	RBCK1	RanBP-type and C3HC4-type zinc finger-containing protein 1 	blue	-0.2555748410265828	0.0021254156590802802
P61513	RL37A_HUMAN	RPL37A	60S ribosomal protein L37a 	blue	-0.6071406585803949	0.0003804288215417005
P62195	PRS8_HUMAN	PSMC5	26S proteasome regulatory subunit 8 	green	-0.0828264964199743	0.0003024676795269326
M0R2S1	M0R2S1_HUMAN	UBA52	60S ribosomal protein L40 (Fragment) 	red	0.2504648500226363	0.01777157174020063
P02461	CO3A1_HUMAN	COL3A1	Collagen alpha-1(III) chain 	blue	-0.7117102894940004	0.005888302731172813
Q13177	PAK2_HUMAN	PAK2	Serine/threonine-protein kinase PAK 2 	red	0.24188881540064244	0.008593925292132218
Q9UMX0	UBQL1_HUMAN	UBQLN1	Ubiquilin-1 	blue	-0.5131287377414555	0.01830228165207904
H0YCC8	H0YCC8_HUMAN	PABPC4	Polyadenylate-binding protein 4 (Fragment) 	red	0.337487939223271	0.0408524975118882
Q9NRW3	ABC3C_HUMAN	APOBEC3C	DNA dC->dU-editing enzyme APOBEC-3C 	red	0.5286787209000803	0.026639423765655465
Q9Y3B7	RM11_HUMAN	MRPL11	39S ribosomal protein L11, mitochondrial 	blue	-0.39663360514123625	0.03169388573785678
Q96GK7	FAH2A_HUMAN	FAHD2A	Fumarylacetoacetate hydrolase domain-containing protein 2A 	blue	-0.6127693226700863	0.004164582564525765
E9PFK9	E9PFK9_HUMAN	RABGEF1	Rab5 GDP/GTP exchange factor 	red	0.3217567796647316	0.02209723274411551
J3KN66	J3KN66_HUMAN	TOR1AIP1	Torsin-1A-interacting protein 1 	blue	-0.4730574364082738	0.0039017207398525573
Q96DG6	CMBL_HUMAN	CMBL	Carboxymethylenebutenolidase homolog 	green	-0.11028421198762928	0.027420374279405302
Q9BVG4	PBDC1_HUMAN	PBDC1	Protein PBDC1 	blue	-0.3241107819459881	0.0163450875989325
F5GZG1	F5GZG1_HUMAN	RAP1B	Ras-related protein Rap-1b (Fragment) 	blue	-0.839970876184509	0.008461260286532215
A0A5H1ZRS1	A0A5H1ZRS1_HUMAN	PCM1	Pericentriolar material 1 protein 	blue	-0.9396959371554363	0.037833484305788416
P60981	DEST_HUMAN	DSTN	Destrin 	blue	-0.7416892957765135	0.0003413530282898995
P52565	GDIR1_HUMAN	ARHGDIA	Rho GDP-dissociation inhibitor 1 	green	-0.17218577418289271	0.0003313436600021706
I3L1P8	I3L1P8_HUMAN	SLC25A11	Mitochondrial 2-oxoglutarate/malate carrier protein (Fragment) 	blue	-0.2807058929618407	0.01170013321977928
O60493	SNX3_HUMAN	SNX3	Sorting nexin-3 	blue	-0.4280354318084427	0.004053188197531079
Q9HD67	MYO10_HUMAN	MYO10	Unconventional myosin-X 	blue	-1.0297481864622107	4.414152335159815e-05
A0A0A0MRU9	A0A0A0MRU9_HUMAN	MARK2	Non-specific serine/threonine protein kinase 	blue	-0.2696919581345192	0.001336854529394695
Q96CX2	KCD12_HUMAN	KCTD12	BTB/POZ domain-containing protein KCTD12 	blue	-0.22711598647629216	0.010472407374658047
O43310	CTIF_HUMAN	CTIF	CBP80/20-dependent translation initiation factor 	red	0.841221004815047	0.026480599887621616
Q9Y3Q3	TMED3_HUMAN	TMED3	Transmembrane emp24 domain-containing protein 3 	blue	-0.2998183301273176	0.004164514195525468
Q13541	4EBP1_HUMAN	EIF4EBP1	Eukaryotic translation initiation factor 4E-binding protein 1 	blue	-0.8678617503554449	0.01963274958726609
Q8TAA9	VANG1_HUMAN	VANGL1	Vang-like protein 1 	red	0.9851571545434368	0.00020288259421456274
Q5VZE5	NAA35_HUMAN	NAA35	N-alpha-acetyltransferase 35, NatC auxiliary subunit 	blue	-0.5141284879036956	0.007175116285620506
Q96FJ2	DYL2_HUMAN	DYNLL2	Dynein light chain 2, cytoplasmic 	blue	-1.7902732558467482	0.002837007575428249
Q13425	SNTB2_HUMAN	SNTB2	Beta-2-syntrophin 	blue	-0.30504903269512695	0.005398846139088809
O95336	6PGL_HUMAN	PGLS	6-phosphogluconolactonase 	blue	-0.5136922000293165	0.003858332573923852
Q15785	TOM34_HUMAN	TOMM34	Mitochondrial import receptor subunit TOM34 	blue	-1.088526839735236	0.004336638968077803
Q9NR12	PDLI7_HUMAN	PDLIM7	PDZ and LIM domain protein 7 	blue	-0.4486328119625558	0.04309305435530428
Q9Y4G2	PKHM1_HUMAN	PLEKHM1	Pleckstrin homology domain-containing family M member 1 	blue	-0.21105916393845092	0.007186338902191918
P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha 	blue	-0.24255026734568474	0.0009876305893044193
P05388	RLA0_HUMAN	RPLP0	60S acidic ribosomal protein P0 	blue	-0.30918004439652336	0.02815163346047379
Q15904	VAS1_HUMAN	ATP6AP1	V-type proton ATPase subunit S1 	blue	-0.7335937527234435	0.01870499106751515
P13797	PLST_HUMAN	PLS3	Plastin-3 	blue	-0.25726102974451237	0.0023171786364930887
Q8NB37	GALD1_HUMAN	GATD1	Glutamine amidotransferase-like class 1 domain-containing protein 1 	blue	-0.31538509728124	0.03724441011096853
A0A0J9YVP6	A0A0J9YVP6_HUMAN	PUF60	60 kDa poly(U)-binding-splicing factor (Fragment) 	green	-0.15979112940639872	0.022473922834606717
F6QDS0	F6QDS0_HUMAN	hCG_2043426	RNA helicase 	blue	-0.7706106776729698	0.00413025331676172
P62834	RAP1A_HUMAN	RAP1A	Ras-related protein Rap-1A 	blue	-0.3105851230308474	0.025450974745930208
Q9UK39	NOCT_HUMAN	NOCT	Nocturnin 	orange	0.10865544384099657	0.04371165164685815
P63167	DYL1_HUMAN	DYNLL1	Dynein light chain 1, cytoplasmic 	blue	-0.9486279973384342	0.0084527416680953
Q6P587	FAHD1_HUMAN	FAHD1	Acylpyruvase FAHD1, mitochondrial 	blue	-0.268994598206703	0.00525848473244312
O75306	NDUS2_HUMAN	NDUFS2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial 	blue	-0.3692689352873195	0.03405925637503203
O15541	R113A_HUMAN	RNF113A	E3 ubiquitin-protein ligase RNF113A 	blue	-1.0683892172981704	0.017346647269788514
Q12904	AIMP1_HUMAN	AIMP1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 	blue	-0.5655118504989236	0.004930104402036834
Q8IWB7	WDFY1_HUMAN	WDFY1	WD repeat and FYVE domain-containing protein 1 	blue	-0.44169198978118374	0.004692767864726931
Q9BPW8	NIPS1_HUMAN	NIPSNAP1	Protein NipSnap homolog 1 	blue	-0.5859346665990639	0.0033365316117141817
P62241	RS8_HUMAN	RPS8	40S ribosomal protein S8 	blue	-0.21429328463034025	0.043549856254927403
A6NFQ2	TCAF2_HUMAN	TCAF2	TRPM8 channel-associated factor 2 	blue	-0.3930235291177553	0.0004679258662688976
P09429	HMGB1_HUMAN	HMGB1	High mobility group protein B1 	green	-0.13298357296432073	0.033934533800307594
Q86UE4	LYRIC_HUMAN	MTDH	Protein LYRIC 	blue	-0.5336551495128887	0.015096875421125387
P04844	RPN2_HUMAN	RPN2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 	blue	-0.21514842119791666	0.009019927529744334
A0A499FJN5	A0A499FJN5_HUMAN	FECH	Ferrochelatase 	blue	-0.35658829702721206	0.0046251099612650256
A0A2R8Y7W5	A0A2R8Y7W5_HUMAN	CDK13	Cyclin-dependent kinase 13 (Fragment) 	blue	-0.7131308815668458	0.02114061263475666
Q9H2M9	RBGPR_HUMAN	RAB3GAP2	Rab3 GTPase-activating protein non-catalytic subunit 	red	1.1412448268749422	0.022400216369271517
P41227	NAA10_HUMAN	NAA10	N-alpha-acetyltransferase 10 	blue	-0.7806602597601113	0.0025323089810738463
Q13243	SRSF5_HUMAN	SRSF5	Serine/arginine-rich splicing factor 5 	green	-0.19475084958293287	0.023100398612873045
P27449	VATL_HUMAN	ATP6V0C	V-type proton ATPase 16 kDa proteolipid subunit 	blue	-1.7629928965395507	0.00017348529675878052
A0A096LP69	A0A096LP69_HUMAN	CD99	CD99 antigen 	red	9.035057071731078	0.00038161237453093944
Q9GZN8	CT027_HUMAN	C20orf27	UPF0687 protein C20orf27 	blue	-0.4030536984723465	0.019432931452057343
Q9UHP3	UBP25_HUMAN	USP25	Ubiquitin carboxyl-terminal hydrolase 25 	red	0.4335313220719321	0.00290342106087426
O15523	DDX3Y_HUMAN	DDX3Y	ATP-dependent RNA helicase DDX3Y 	green	-0.19421873230313125	0.04123815548388455
Q86WA6	BPHL_HUMAN	BPHL	Valacyclovir hydrolase 	blue	-0.34215816928421283	0.007103897701522502
A0AVT1	UBA6_HUMAN	UBA6	Ubiquitin-like modifier-activating enzyme 6 	blue	-0.24207088200737914	0.020690125251947182
P40227	TCPZ_HUMAN	CCT6A	T-complex protein 1 subunit zeta 	blue	-0.4571194847180067	1.569485747803165e-05
A0A3B3ITR4	A0A3B3ITR4_HUMAN	NA	FERM domain-containing protein (Fragment) 	red	0.6617638487794117	0.01882573929151923
Q9HAV4	XPO5_HUMAN	XPO5	Exportin-5 	blue	-0.39849635277141005	0.011266420205751908
O75616	ERAL1_HUMAN	ERAL1	GTPase Era, mitochondrial 	blue	-0.31152284264729246	0.029408089407286092
Q9H488	OFUT1_HUMAN	POFUT1	GDP-fucose protein O-fucosyltransferase 1 	red	0.32856721147053314	0.012167369261907236
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1 	blue	-0.41262966190093664	0.04357607165042087
P05141	ADT2_HUMAN	SLC25A5	ADP/ATP translocase 2 	blue	-0.6663059106523601	0.007695150938919877
Q9BW27	NUP85_HUMAN	NUP85	Nuclear pore complex protein Nup85 	blue	-0.38278430575969224	0.00962438956034891
P51812	KS6A3_HUMAN	RPS6KA3	Ribosomal protein S6 kinase alpha-3 	blue	-0.34084815833303317	0.0025314196398080603
P09110	THIK_HUMAN	ACAA1	3-ketoacyl-CoA thiolase, peroxisomal 	blue	-0.414977597048118	0.03707109808223285
Q92466	DDB2_HUMAN	DDB2	DNA damage-binding protein 2 	red	0.736500194360838	0.023126309993764724
Q96CS2	HAUS1_HUMAN	HAUS1	HAUS augmin-like complex subunit 1 	red	0.5497055864737401	7.100192153411188e-05
P02751	FINC_HUMAN	FN1	Fibronectin 	blue	-0.3529445471000656	0.004123471062819814
P05783	K1C18_HUMAN	KRT18	Keratin, type I cytoskeletal 18 	blue	-1.0437295205689932	0.0060166649964835455
